"visitor","day_pass","season_ticket","domestic","state","country","gender","age","maine_res","stay_four","payment_method","ice_cream_purch","ice_cream_flavor","sky_chair","ferris_wheel","lobster_claw","lobster_junior","merch_spend","lobsterama_spend"
2291,0,"Yes",1,"ME","USA",1,45,"Yes",1,0,1,"Vanilla",1,0,1,1,50.9489488914995,29.17
2292,1,"No",1,"NH","USA",1,31,"No",1,0,0,"None",0,1,0,0,25.1016136832822,11.34
2293,0,"Yes",1,"NH","USA",1,30,"No",1,0,0,"None",0,1,0,1,33.9978678395523,44.87
2294,0,"Yes",1,"ME","USA",1,30,"Yes",1,0,0,"None",0,1,0,0,33.3101603706441,10.75
2295,0,"Yes",1,"RI","USA",1,46,"No",1,0,1,"Vanilla",0,1,0,1,36.4982865605017,30.86
2296,0,"Yes",1,"VT","USA",1,35,"No",1,0,0,"None",0,0,0,1,39.8716936456643,24.03
2297,1,"No",1,"ME","USA",1,43,"Yes",0,0,0,"None",1,0,0,0,44.4589106475515,27.96
2298,1,"No",1,"NY","USA",1,33,"No",1,0,1,"Chocolate",1,0,1,1,46.4319481714844,28.05
2299,0,"Yes",1,"NY","USA",0,28,"No",1,0,0,"None",1,0,0,0,26.9503313938009,17.71
2300,1,"No",0,"NaN","CAN",0,38,"No",1,0,1,"Chocolate",1,0,0,0,58.7905176086799,25.26
2301,1,"No",1,"NH","USA",0,35,"No",0,0,0,"None",1,0,0,0,58.1191146331938,26.15
2302,0,"Yes",1,"ME","USA",0,41,"Yes",1,0,0,"None",1,1,1,1,33.5910415538969,10.35
2303,1,"No",0,"NaN","CAN",1,28,"No",1,1,1,"Vanilla",1,1,1,1,51.4688974868577,32.25
2304,1,"No",1,"ME","USA",0,35,"Yes",0,0,1,"Chocolate",0,0,0,0,42.9481805879761,14.11
2305,0,"Yes",1,"ME","USA",0,48,"Yes",1,0,1,"Vanilla",1,1,0,0,42.2703301265839,17.48
2306,1,"No",1,"NY","USA",0,35,"No",0,0,0,"None",0,1,1,1,33.940753621485,13.32
2307,1,"No",1,"VT","USA",0,38,"No",0,1,0,"None",1,1,1,0,44.9800245335344,38.25
2308,0,"Yes",1,"NH","USA",0,29,"No",1,0,0,"None",1,1,0,1,44.418719566387,47.02
2309,1,"No",0,"NaN","CAN",0,43,"No",0,1,0,"None",1,1,0,0,50.0120452406877,34.66
2310,1,"No",0,"NaN","CHN",1,37,"No",1,1,0,"None",0,0,1,1,54.3512588818769,29.15
2311,1,"No",1,"MA","USA",1,35,"No",1,0,1,"Vanilla",0,1,0,1,53.8919374678519,49.28
2312,1,"No",1,"VT","USA",0,38,"No",1,1,0,"None",1,1,1,0,36.2382442015702,29.3
2313,1,"No",1,"Other","USA",0,36,"No",0,0,0,"None",1,1,0,0,34.0997781544203,19.81
2314,1,"No",1,"ME","USA",0,35,"Yes",1,0,0,"None",0,0,0,0,38.4196320189642,21.85
2315,1,"No",1,"ME","USA",1,25,"Yes",0,0,0,"None",0,0,0,0,36.500295218244,31.01
2316,1,"No",1,"ME","USA",1,37,"Yes",1,1,1,"Chocolate",0,1,0,0,44.1813109519515,44.6
2317,1,"No",1,"NY","USA",0,39,"No",0,0,1,"Vanilla",1,0,1,1,54.7607106548326,27.87
2318,1,"No",0,"NaN","MEX",1,39,"No",1,0,0,"None",1,0,0,0,45.6696715389297,28.72
2319,1,"No",0,"NaN","CAN",0,36,"No",1,0,0,"None",0,1,0,1,60.3711525706217,30.98
2320,1,"No",0,"NaN","FRA",0,41,"No",1,1,1,"Chocolate",1,1,0,0,63.8494908006093,34.97
2321,0,"Yes",1,"ME","USA",0,39,"Yes",1,0,0,"None",1,0,1,0,41.1105153073365,12.85
2322,1,"No",1,"MA","USA",1,37,"No",1,0,1,"Chocolate",1,1,0,0,43.4822442104935,36.06
2323,1,"No",1,"VT","USA",1,38,"No",1,0,0,"None",0,0,0,0,31.8479244407545,11.97
2324,0,"Yes",1,"RI","USA",0,36,"No",1,0,0,"None",1,0,1,1,37.5209337659265,24.62
2325,0,"Yes",1,"Other","USA",1,41,"No",1,1,0,"None",0,0,1,1,30.9707178630929,22.53
2326,1,"No",1,"ME","USA",0,35,"Yes",0,1,0,"None",1,1,0,0,38.4288250560139,31.15
2327,1,"No",0,"NaN","CAN",0,44,"No",1,0,0,"None",1,1,0,0,69.4107229348998,22.35
2328,1,"No",1,"NH","USA",0,40,"No",0,1,0,"None",0,0,0,1,48.6988199747071,33.52
2329,1,"No",0,"NaN","IND",1,40,"No",1,1,1,"Vanilla",0,1,0,1,48.0208043600481,27.17
2330,1,"No",1,"VT","USA",1,33,"No",1,0,0,"None",0,1,1,1,45.127907294252,27.8
2331,1,"No",1,"VT","USA",1,39,"No",0,0,0,"None",0,1,0,0,25.7583852237923,31.89
2332,0,"Yes",1,"ME","USA",1,43,"Yes",0,0,0,"None",0,0,0,0,52.7403080979554,4.58
2333,0,"Yes",1,"ME","USA",0,44,"Yes",0,1,1,"Vanilla",0,0,1,0,43.5885830830276,14.6
2334,0,"Yes",1,"ME","USA",1,30,"Yes",1,0,0,"None",0,0,1,0,41.2806372863775,23.83
2335,0,"Yes",1,"MA","USA",0,36,"No",0,0,0,"None",0,1,0,1,44.0991868783964,32.14
2336,1,"No",1,"Other","USA",0,34,"No",0,0,0,"None",0,0,1,0,45.3686896481244,23.3
2337,1,"No",1,"NY","USA",0,40,"No",1,0,0,"None",1,1,0,0,27.0897348468791,35.65
2338,0,"Yes",1,"ME","USA",0,39,"Yes",1,0,0,"None",0,0,1,0,59.3422311495021,11.27
2339,0,"Yes",1,"ME","USA",1,36,"Yes",0,0,0,"None",0,0,0,0,40.9089539532291,10.66
2340,1,"No",1,"MA","USA",1,32,"No",0,0,1,"Chocolate",0,1,0,0,43.541859683874,23.49
2341,1,"No",1,"NH","USA",1,37,"No",1,0,0,"None",1,0,1,0,32.141069124354,23.57
2342,1,"No",0,"NaN","IND",0,29,"No",1,0,0,"None",1,0,0,0,49.9309403204259,31.79
2343,1,"No",1,"Other","USA",0,29,"No",1,0,1,"Vanilla",0,0,0,0,34.2693072740357,30.3
2344,0,"Yes",0,"NaN","CAN",1,39,"No",1,0,0,"None",0,1,0,0,52.2899939348029,34.98
2345,1,"No",0,"NaN","CAN",1,37,"No",0,0,1,"Vanilla",1,1,0,0,58.3885039835317,30.68
2346,1,"No",0,"NaN","UK",0,35,"No",1,1,0,"None",0,1,0,0,46.4318452158213,46.77
2347,1,"No",1,"MA","USA",0,48,"No",1,0,1,"Vanilla",0,1,0,1,36.1878770555999,46.4
2348,1,"No",1,"MA","USA",1,34,"No",0,0,1,"Chocolate",0,1,1,0,32.1318059177896,31.45
2349,1,"No",1,"ME","USA",1,33,"Yes",0,0,0,"None",0,1,0,1,26.388346299579,24.56
2350,0,"Yes",1,"MA","USA",0,38,"No",0,0,0,"None",1,0,0,1,35.4420778397211,36.38
2351,0,"Yes",1,"MA","USA",1,31,"No",0,0,1,"Vanilla",0,0,0,0,36.5019143683449,30.79
2352,1,"No",1,"MA","USA",1,35,"No",0,0,0,"None",1,1,1,0,48.9607792145183,30.94
2353,0,"Yes",1,"Other","USA",0,39,"No",0,0,0,"None",0,1,0,0,32.8184179805196,43.35
2354,1,"No",1,"MA","USA",0,39,"No",0,0,0,"None",0,0,0,1,47.6597958516301,38.7
2355,1,"No",0,"NaN","NaN",0,39,"No",1,0,0,"None",1,1,0,0,49.9416722443799,43.38
2356,1,"No",0,"NaN","CHN",0,41,"No",1,0,0,"None",1,0,0,1,63.9383405680157,30.84
2357,1,"No",0,"NaN","FRA",0,46,"No",1,1,0,"None",1,0,0,0,55.2703786356155,34.97
2358,0,"Yes",1,"VT","USA",0,38,"No",0,0,1,"Chocolate",1,0,0,0,24.0500220113186,27.87
2359,1,"No",1,"MA","USA",0,32,"No",1,0,0,"None",0,1,0,1,35.1996913215394,27.46
2360,1,"No",1,"ME","USA",1,38,"Yes",0,1,1,"Chocolate",0,1,0,1,29.5191952596474,26.06
2361,1,"No",0,"NaN","NaN",0,32,"No",1,0,0,"None",0,1,1,0,64.9790540008057,32.92
2362,0,"Yes",1,"ME","USA",0,34,"Yes",1,0,1,"Chocolate",0,1,0,1,34.0583814762364,16.46
2363,0,"Yes",1,"RI","USA",0,43,"No",0,0,1,"Vanilla",1,1,0,0,37.6208048581874,17.8
2364,1,"No",1,"NY","USA",0,36,"No",1,0,0,"None",1,1,1,1,36.8503189357151,28.83
2365,0,"Yes",1,"ME","USA",0,40,"Yes",0,1,0,"None",1,0,1,1,47.0385802361478,22.69
2366,0,"Yes",1,"VT","USA",0,41,"No",1,0,1,"Chocolate",0,0,1,1,46.6212561287447,30.01
2367,0,"Yes",1,"ME","USA",0,41,"Yes",1,0,0,"None",0,0,0,0,38.2186902955555,44.93
2368,1,"No",0,"NaN","NaN",1,39,"No",1,0,1,"Chocolate",1,0,0,1,51.0796866733652,29.85
2369,1,"No",1,"MA","USA",1,41,"No",0,0,0,"None",1,1,1,0,38.6895636939382,13.77
2370,1,"No",1,"NH","USA",1,49,"No",0,0,1,"Chocolate",1,1,0,1,39.2780504429347,9.2
2371,0,"Yes",1,"VT","USA",1,40,"No",0,0,1,"Vanilla",0,1,1,0,37.210282024189,9.46
2372,1,"No",1,"ME","USA",0,33,"Yes",1,0,0,"None",1,1,0,0,53.7198620526588,42.99
2373,0,"Yes",1,"MA","USA",0,43,"No",0,0,1,"Vanilla",0,1,0,0,25.2906228258894,37.8
2374,1,"No",1,"MA","USA",1,35,"No",0,1,1,"Chocolate",0,0,1,0,23.8578886144051,10.83
2375,1,"No",1,"VT","USA",1,31,"No",0,0,1,"Vanilla",0,0,0,0,41.5811260765373,12.97
2376,1,"No",1,"MA","USA",0,39,"No",0,0,1,"Chocolate",0,0,0,0,33.8309406396437,40.52
2377,1,"No",1,"NH","USA",1,28,"No",1,0,0,"None",0,1,0,1,22.8679870013723,18.08
2378,1,"No",1,"RI","USA",0,33,"No",0,0,0,"None",0,1,0,1,44.2500073522055,27.98
2379,0,"Yes",1,"NY","USA",1,33,"No",0,0,1,"Vanilla",1,1,1,1,33.4380622023872,27.92
2380,0,"Yes",1,"MA","USA",1,23,"No",1,0,0,"None",0,1,1,1,40.1215750150729,30.11
2381,0,"Yes",1,"Other","USA",1,39,"No",0,0,0,"None",0,0,0,0,38.0377847171272,32.55
2382,1,"No",0,"NaN","BRA",1,38,"No",0,0,0,"None",1,0,0,1,72.5693603649335,31.14
2383,1,"No",1,"Other","USA",0,32,"No",0,0,1,"Vanilla",1,0,0,0,34.7919732842987,30.62
2384,1,"No",1,"VT","USA",1,35,"No",1,0,1,"Chocolate",1,0,0,0,28.9192464529542,18.83
2385,1,"No",1,"Other","USA",0,34,"No",1,0,0,"None",0,1,1,1,23.6686288458447,44.36
2386,1,"No",1,"ME","USA",1,33,"Yes",1,1,0,"None",1,1,1,0,28.3784759793121,30.84
2387,1,"No",1,"NH","USA",0,40,"No",1,0,0,"None",0,1,0,0,25.4696204124107,35.83
2388,0,"Yes",1,"ME","USA",0,30,"Yes",0,1,0,"None",1,1,0,0,39.1816517181122,33.76
2389,0,"Yes",1,"RI","USA",0,20,"No",0,0,0,"None",0,0,0,0,26.1908814443955,44.41
2390,1,"No",1,"VT","USA",1,43,"No",0,0,0,"None",0,1,0,1,34.4307366144433,24.98
2391,1,"No",0,"NaN","CAN",1,51,"No",1,1,1,"Vanilla",1,1,1,1,57.5477266436728,31.02
2392,0,"Yes",1,"ME","USA",1,41,"Yes",0,0,1,"Chocolate",0,1,1,0,40.7796864899786,35.69
2393,1,"No",1,"ME","USA",0,42,"Yes",0,0,0,"None",0,0,0,1,23.8993702062024,36.79
2394,1,"No",0,"NaN","CHN",1,32,"No",1,0,1,"Chocolate",1,0,0,0,47.609281208408,30.46
2395,1,"No",1,"VT","USA",1,32,"No",0,0,0,"None",0,0,0,1,40.6792826710253,27.39
2396,1,"No",0,"NaN","MEX",0,23,"No",1,0,1,"Chocolate",1,1,0,0,60.4782424532592,29.47
2397,0,"Yes",1,"NH","USA",0,39,"No",0,0,0,"None",0,0,1,0,47.7720091607751,43.27
2398,1,"No",1,"ME","USA",0,32,"Yes",1,1,0,"None",0,1,0,0,29.6787089715167,15.87
2399,1,"No",1,"Other","USA",1,34,"No",1,0,0,"None",0,1,1,1,50.8190417205908,29.44
2400,1,"No",1,"MA","USA",0,47,"No",1,0,1,"Chocolate",1,0,0,0,26.0510014170608,-3.5
2401,1,"No",1,"RI","USA",1,42,"No",1,0,1,"Vanilla",0,0,1,1,28.0621121712359,37.23
2402,1,"No",0,"NaN","CAN",1,40,"No",1,1,0,"None",1,1,0,0,65.1309114840594,32.61
2403,1,"No",0,"NaN","GER",1,18,"No",1,0,1,"Vanilla",0,0,0,0,51.1393152605576,26.09
2404,1,"No",1,"NH","USA",0,34,"No",1,0,0,"None",0,0,0,1,37.3592020731261,22.04
2405,1,"No",1,"ME","USA",1,47,"Yes",1,0,0,"None",1,1,0,0,41.7186202548546,30.39
2406,0,"Yes",1,"ME","USA",0,27,"Yes",0,0,1,"Chocolate",0,0,0,0,31.1387953832326,63.07
2407,1,"No",1,"ME","USA",1,31,"Yes",1,1,1,"Vanilla",0,1,0,1,31.8808444308771,10.11
2408,1,"No",1,"ME","USA",1,37,"Yes",1,1,0,"None",0,0,0,0,18.1918654212251,24.91
2409,1,"No",1,"ME","USA",1,43,"Yes",0,0,1,"Vanilla",1,0,0,0,34.8205018109869,27.69
2410,0,"Yes",1,"VT","USA",1,35,"No",1,0,1,"Chocolate",0,0,0,0,44.640742383065,45.58
2411,1,"No",0,"NaN","CHN",1,30,"No",1,0,0,"None",1,0,0,0,53.1078324960256,31.76
2412,0,"Yes",1,"ME","USA",0,36,"Yes",1,0,1,"Chocolate",0,0,1,0,34.6190089254031,46.82
2413,1,"No",1,"Other","USA",0,38,"No",1,0,0,"None",1,0,0,0,40.6510795461581,52.03
2414,0,"Yes",1,"VT","USA",0,34,"No",0,0,0,"None",0,0,0,0,43.1688456249394,35.08
2415,1,"No",1,"ME","USA",1,39,"Yes",0,0,1,"Vanilla",0,1,1,0,39.3698496740598,19.6
2416,1,"No",1,"VT","USA",1,42,"No",0,0,1,"Chocolate",1,1,0,0,38.6579738377535,40.13
2417,1,"No",1,"VT","USA",1,27,"No",0,1,1,"Vanilla",0,1,0,1,40.7718947838859,40.84
2418,1,"No",1,"Other","USA",1,28,"No",0,0,1,"Chocolate",0,1,0,1,44.5278147637334,31.22
2419,1,"No",1,"VT","USA",1,30,"No",1,0,0,"None",0,1,0,0,46.0512574732059,39.1
2420,1,"No",1,"NY","USA",0,40,"No",0,0,1,"Chocolate",0,0,0,0,30.6389193040163,17.25
2421,1,"No",1,"NY","USA",0,40,"No",0,0,0,"None",1,1,0,1,34.2705007881929,36.32
2422,1,"No",1,"MA","USA",0,32,"No",1,0,1,"Chocolate",0,1,0,0,19.7391778435207,27.21
2423,0,"Yes",0,"NaN","UK",1,40,"No",1,1,0,"None",0,1,0,0,48.0311425939618,29.03
2424,1,"No",1,"Other","USA",0,37,"No",1,0,0,"None",1,0,0,1,32.8800453249794,29.07
2425,1,"No",1,"NH","USA",1,33,"No",0,0,0,"None",0,0,0,0,42.2014743325726,30.78
2426,1,"No",1,"ME","USA",1,36,"Yes",1,0,1,"Chocolate",1,0,0,1,34.8217370109324,32.14
2427,1,"No",1,"Other","USA",1,35,"No",1,0,1,"Vanilla",1,1,0,0,55.2012607992583,15.46
2428,1,"No",0,"NaN","ROK",0,38,"No",1,0,1,"Chocolate",0,1,0,1,63.8522186731886,34.16
2429,1,"No",0,"NaN","UK",0,41,"No",1,0,0,"None",0,1,0,0,57.2783110163336,29.73
2430,0,"Yes",1,"MA","USA",0,32,"No",0,0,0,"None",0,0,1,0,34.2983858716122,13.33
2431,1,"No",1,"Other","USA",0,39,"No",1,0,0,"None",1,0,0,1,36.0890590502187,21.83
2432,0,"Yes",1,"NY","USA",0,34,"No",0,0,0,"None",0,0,0,0,32.0298743005139,28.53
2433,1,"No",1,"ME","USA",0,43,"Yes",1,0,0,"None",0,1,0,0,32.9996643970182,42.45
2434,0,"Yes",1,"NY","USA",1,29,"No",1,0,0,"None",0,0,1,0,49.6921836027572,27.59
2435,1,"No",0,"NaN","ROK",0,26,"No",1,0,0,"None",1,1,0,1,62.0485015339226,31.27
2436,0,"Yes",1,"VT","USA",0,51,"No",1,0,0,"None",0,0,0,1,43.8787188398846,22.58
2437,0,"Yes",1,"ME","USA",1,25,"Yes",1,0,1,"Vanilla",1,0,0,0,39.5600815680139,27.63
2438,0,"Yes",1,"VT","USA",0,24,"No",0,0,0,"None",0,0,0,1,29.9017264464031,36.08
2439,1,"No",0,"NaN","FRA",1,44,"No",1,0,1,"Vanilla",0,1,0,1,61.1912510433712,34.47
2440,0,"Yes",1,"MA","USA",0,40,"No",0,0,0,"None",1,0,0,0,45.8209103993807,29.5
2441,0,"Yes",1,"MA","USA",0,34,"No",0,0,0,"None",1,1,0,1,38.92911099443,23.49
2442,0,"Yes",1,"VT","USA",1,34,"No",1,0,0,"None",0,0,1,0,37.9888007548022,8.11
2443,1,"No",1,"NH","USA",0,26,"No",1,0,1,"Vanilla",0,0,0,1,47.0485506312327,23.98
2444,0,"Yes",1,"NY","USA",0,36,"No",1,0,0,"None",0,0,0,1,39.1500372895044,24.72
2445,1,"No",1,"ME","USA",1,41,"Yes",0,0,1,"Vanilla",1,0,1,0,30.3016523061049,41.3
2446,0,"Yes",1,"Other","USA",1,34,"No",0,0,1,"Chocolate",0,1,0,0,38.4100108085229,38.57
2447,1,"No",1,"NH","USA",0,29,"No",1,0,0,"None",1,1,0,0,25.3221108048638,15.66
2448,0,"Yes",1,"NY","USA",1,38,"No",1,0,1,"Chocolate",1,0,0,1,42.080778571231,33.49
2449,1,"No",0,"NaN","UK",1,43,"No",1,0,0,"None",1,1,0,0,59.3809159230246,34.86
2450,1,"No",1,"VT","USA",1,33,"No",1,1,1,"Chocolate",1,0,0,0,46.421963682825,51.16
2451,1,"No",1,"Other","USA",0,34,"No",0,0,0,"None",1,0,0,1,35.1197805844319,15.88
2452,0,"Yes",1,"ME","USA",0,31,"Yes",0,0,0,"None",1,1,0,0,38.267829162883,7.84
2453,0,"Yes",1,"VT","USA",1,39,"No",0,0,0,"None",0,0,0,0,34.429765679015,37.25
2454,0,"Yes",1,"RI","USA",0,29,"No",1,0,1,"Chocolate",1,0,0,1,40.4709446925101,59.07
2455,1,"No",1,"ME","USA",1,35,"Yes",1,0,0,"None",1,0,1,0,25.6278075432014,25.83
2456,0,"Yes",1,"VT","USA",1,31,"No",1,0,0,"None",0,0,0,0,34.859053839631,16.16
2457,0,"Yes",1,"NY","USA",1,37,"No",0,0,1,"Vanilla",1,0,1,0,28.7881222526967,18.3
2458,1,"No",0,"NaN","MEX",1,36,"No",1,1,0,"None",1,1,0,0,60.8488212141932,29.09
2459,1,"No",0,"NaN","UK",0,35,"No",1,0,1,"Vanilla",1,1,0,1,50.7984366623511,34.34
2460,1,"No",1,"ME","USA",1,31,"Yes",0,0,1,"Chocolate",0,1,0,1,38.9118785053966,16.26
2461,1,"No",1,"ME","USA",1,42,"Yes",1,0,0,"None",1,1,1,1,27.2994402752362,19.21
2462,0,"Yes",1,"ME","USA",1,28,"Yes",1,0,1,"Chocolate",0,0,0,0,35.2997123311021,42.62
2463,1,"No",1,"VT","USA",0,30,"No",0,0,0,"None",1,1,0,1,37.5319454059712,30.81
2464,1,"No",1,"Other","USA",0,35,"No",1,0,1,"Chocolate",1,0,0,1,29.2387113187095,27.52
2465,1,"No",0,"NaN","CHN",0,45,"No",1,0,0,"None",1,1,1,0,56.3191544932962,28.88
2466,1,"No",1,"ME","USA",1,37,"Yes",1,1,0,"None",1,0,1,0,38.0688083370297,32.39
2467,1,"No",0,"NaN","BRA",0,39,"No",1,0,0,"None",0,1,1,0,58.5415281187397,32.06
2468,0,"Yes",1,"NH","USA",1,36,"No",1,0,1,"Chocolate",0,0,1,1,40.117866348116,28.85
2469,1,"No",1,"NY","USA",1,35,"No",0,0,0,"None",0,1,0,0,54.559732351939,8.32
2470,1,"No",0,"NaN","MEX",1,54,"No",1,0,1,"Chocolate",1,1,1,1,45.3207821341333,40.14
2471,0,"Yes",1,"ME","USA",0,44,"Yes",1,1,0,"None",0,1,0,1,35.3297655564227,14.32
2472,0,"Yes",1,"Other","USA",1,32,"No",1,0,1,"Chocolate",1,1,0,0,28.95912174117,20.69
2473,1,"No",1,"NH","USA",0,31,"No",1,0,0,"None",1,0,0,1,22.3213425804364,4.12
2474,1,"No",1,"MA","USA",0,27,"No",0,1,0,"None",1,0,0,1,38.1720656491678,12.34
2475,1,"No",1,"NH","USA",1,31,"No",0,0,0,"None",1,0,1,0,38.7879866521338,28.05
2476,1,"No",0,"NaN","BRA",1,36,"No",1,0,0,"None",1,1,0,0,55.5607370693958,37.89
2477,1,"No",1,"ME","USA",0,42,"Yes",0,0,0,"None",0,0,0,1,39.7510394294315,11.39
2478,1,"No",1,"ME","USA",1,21,"Yes",1,0,0,"None",1,0,0,1,38.3113462626825,41.3
2479,0,"Yes",1,"VT","USA",0,41,"No",0,1,0,"None",0,0,0,0,40.0699373962319,31.49
2480,0,"Yes",1,"Other","USA",1,38,"No",0,0,0,"None",0,0,0,0,43.8094496074981,32.79
2481,1,"No",0,"NaN","CAN",0,28,"No",1,0,0,"None",0,1,0,1,60.2801220120681,28.5
2482,1,"No",0,"NaN","GER",0,25,"No",0,0,0,"None",1,1,1,1,68.7005015262024,37.09
2483,0,"Yes",1,"MA","USA",0,52,"No",1,0,1,"Vanilla",1,0,1,1,44.5782629020578,27.83
2484,1,"No",1,"ME","USA",1,45,"Yes",0,1,1,"Chocolate",1,0,0,1,31.1603806287684,34.68
2485,0,"Yes",1,"ME","USA",0,42,"Yes",0,0,1,"Vanilla",1,1,1,0,35.5493841510742,12.87
2486,0,"Yes",1,"VT","USA",1,34,"No",0,0,0,"None",1,1,0,1,43.4293810282277,30.83
2487,0,"Yes",0,"NaN","FRA",1,34,"No",1,0,1,"Vanilla",1,0,0,0,48.8688647337944,35.13
2488,0,"Yes",1,"ME","USA",0,48,"Yes",0,0,1,"Chocolate",1,1,0,0,47.5713446308557,25.68
2489,0,"Yes",1,"NH","USA",0,24,"No",0,0,1,"Vanilla",0,1,1,0,41.8922849667,16.16
2490,0,"Yes",1,"VT","USA",1,40,"No",1,1,0,"None",0,0,1,0,18.3382591617817,52.34
2491,1,"No",0,"NaN","ROK",1,33,"No",1,0,0,"None",1,0,1,0,51.8906028493211,24.26
2492,1,"No",1,"ME","USA",1,36,"Yes",0,0,1,"Chocolate",0,1,1,0,30.9484041259746,35.11
2493,1,"No",1,"ME","USA",1,33,"Yes",1,0,1,"Vanilla",0,0,1,0,55.199885172031,36.35
2494,1,"No",1,"ME","USA",1,31,"Yes",0,0,0,"None",1,0,0,1,25.7505400415824,-3.49
2495,1,"No",1,"ME","USA",0,43,"Yes",0,1,0,"None",1,0,1,1,41.8492646937692,18.83
2496,0,"Yes",1,"Other","USA",1,36,"No",0,0,0,"None",1,0,0,1,27.3018307183895,30.11
2497,1,"No",0,"NaN","ROK",1,33,"No",1,0,0,"None",0,1,0,1,46.4916855903379,40.24
2498,1,"No",0,"NaN","BRA",0,36,"No",1,0,0,"None",1,1,0,1,57.188594292741,43.24
2499,1,"No",1,"VT","USA",1,50,"No",0,1,0,"None",0,0,0,0,43.6579957240358,47.97
2500,0,"Yes",1,"VT","USA",1,35,"No",0,1,1,"Chocolate",1,0,0,0,48.2391981369645,18.01
2501,1,"No",0,"NaN","CAN",0,33,"No",1,1,0,"None",1,1,1,0,50.9920977001694,29.94
2502,1,"No",1,"Other","USA",1,45,"No",1,0,1,"Chocolate",1,0,0,1,22.3022304397087,42.57
2503,1,"No",0,"NaN","GER",1,47,"No",1,1,0,"None",1,1,0,1,52.6792230958527,34.33
2504,1,"No",0,"NaN","IND",0,35,"No",1,0,1,"Chocolate",1,1,0,0,54.9978156484599,28.48
2505,1,"No",1,"ME","USA",1,32,"Yes",1,0,0,"None",0,1,1,0,25.8509187238215,25.83
2506,0,"Yes",1,"Other","USA",0,31,"No",0,0,0,"None",1,0,0,0,41.2207412114055,38.17
2507,0,"Yes",1,"MA","USA",1,43,"No",0,0,0,"None",1,0,0,0,36.2279188704581,24.75
2508,1,"No",1,"VT","USA",1,39,"No",1,1,1,"Chocolate",0,0,0,0,50.3320750348468,37.15
2509,0,"Yes",1,"ME","USA",0,51,"Yes",0,0,0,"None",1,0,1,0,38.109619583568,17.29
2510,1,"No",0,"NaN","CAN",1,36,"No",1,0,0,"None",0,1,0,0,56.9280369792448,30.84
2511,1,"No",1,"MA","USA",0,38,"No",0,1,0,"None",1,0,0,0,42.1710066122246,34.81
2512,0,"Yes",1,"Other","USA",1,36,"No",0,0,0,"None",1,0,0,0,40.119348308367,15.1
2513,0,"Yes",1,"NH","USA",1,33,"No",1,0,0,"None",0,1,1,0,33.6678294123399,28.47
2514,1,"No",1,"Other","USA",0,38,"No",0,0,1,"Chocolate",1,1,0,1,39.7715412701895,23.7
2515,0,"Yes",1,"Other","USA",0,34,"No",1,0,0,"None",0,1,1,0,50.3209850963025,28.13
2516,0,"Yes",1,"RI","USA",0,37,"No",0,0,0,"None",1,1,0,0,42.2299976584151,28.44
2517,1,"No",0,"NaN","IND",0,43,"No",1,1,0,"None",1,1,0,1,58.7794356874258,29.01
2518,1,"No",1,"NY","USA",1,35,"No",0,0,0,"None",0,0,0,1,38.6201846458312,26.55
2519,0,"Yes",1,"ME","USA",0,42,"Yes",1,0,0,"None",0,1,0,0,29.3310149267896,33.56
2520,0,"Yes",1,"ME","USA",0,38,"Yes",1,0,0,"None",1,0,1,1,48.8104262182386,32.01
2521,1,"No",1,"MA","USA",0,37,"No",0,0,1,"Vanilla",0,0,0,1,40.2719527130267,30.63
2522,1,"No",1,"ME","USA",0,31,"Yes",0,0,0,"None",0,0,1,1,38.1589443175374,47.51
2523,1,"No",1,"MA","USA",1,43,"No",1,0,0,"None",1,0,0,1,36.6293396448581,24.98
2524,0,"Yes",1,"NY","USA",1,34,"No",0,0,0,"None",1,0,0,1,49.0682902481383,37.6
2525,0,"Yes",1,"NH","USA",0,38,"No",0,0,0,"None",0,0,0,0,42.2880339659424,25.19
2526,1,"No",1,"NY","USA",0,31,"No",0,0,0,"None",1,0,0,0,42.7585441378661,34.23
2527,0,"Yes",1,"MA","USA",0,35,"No",0,0,0,"None",0,1,0,1,35.178873166268,22.51
2528,1,"No",1,"ME","USA",0,47,"Yes",1,1,1,"Chocolate",1,1,0,1,32.0885431003553,36.85
2529,1,"No",0,"NaN","NaN",0,43,"No",1,0,1,"Vanilla",0,1,0,1,68.8682039446652,35.3
2530,1,"No",1,"NY","USA",0,29,"No",1,1,0,"None",0,0,0,0,27.3199075649416,22.67
2531,1,"No",0,"NaN","CAN",1,36,"No",1,0,1,"Vanilla",0,1,1,1,50.8115266087715,31.72
2532,1,"No",1,"Other","USA",0,43,"No",1,0,0,"None",1,0,1,0,35.7714092078921,35.67
2533,0,"Yes",1,"NH","USA",0,41,"No",0,0,1,"Vanilla",0,0,0,0,46.7390444879055,36.21
2534,1,"No",1,"RI","USA",0,38,"No",1,0,1,"Chocolate",0,1,1,0,40.1316701653451,45.16
2535,0,"Yes",1,"ME","USA",0,35,"Yes",1,1,0,"None",1,0,0,0,26.98801540566,12.09
2536,0,"Yes",1,"MA","USA",0,46,"No",1,1,1,"Chocolate",0,0,0,0,22.8122708036816,32.18
2537,1,"No",1,"NY","USA",0,38,"No",0,1,0,"None",0,1,1,0,27.9895950601215,32.96
2538,1,"No",1,"ME","USA",1,39,"Yes",1,0,0,"None",1,0,0,1,43.2909876865817,36.55
